,Age,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
957,29,"Dec 2, 2013",2003,6-8,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
958,25,"Dec 2, 2013",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
959,23,"Nov 25, 2013",2010,6-4,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
960,28,"Nov 25, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
961,29,"Nov 18, 2013",2003,6-8,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
962,24,"Nov 18, 2013",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
963,23,"Nov 11, 2013",2010,6-9,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
964,24,"Nov 11, 2013",2011,6-10,Markieff Morris,PF,2013-2014,2014,2,Phoenix Suns,245,0.5
965,22,"Nov 4, 2013",2013,6-6,Michael Carter-Williams,PG,2013-2014,2014,0,Philadelphia Sixers,190,0.5
966,25,"Nov 4, 2013",2008,6-10,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
967,26,"Apr 13, 2015",2011,5-9,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
968,38,"Apr 13, 2015",1997,6-11,Tim Duncan,FC,2014-2015,2015,17,San Antonio Spurs,250,0.5
969,26,"Apr 6, 2015",2008,7-0,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
970,25,"Apr 6, 2015",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
971,26,"Mar 30, 2015",2008,7-0,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
972,26,"Mar 30, 2015",2009,6-3,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
973,33,"Mar 23, 2015",2003,6-4,Dwyane Wade,SG,2014-2015,2015,11,Miami Heat,220,0.5
974,29,"Mar 23, 2015",2005,6-0,Chris Paul,PG,2014-2015,2015,9,Los Angeles Clippers,175,0.5
975,22,"Mar 16, 2015",2011,6-3,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
976,21,"Mar 16, 2015",2012,6-10,Anthony Davis,PF,2014-2015,2015,2,New Orleans Pelicans,253,0.5
977,32,"Mar 9, 2015",2003,6-1,Mo Williams,G,2014-2015,2015,11,Charlotte Hornets,198,0.5
978,26,"Mar 9, 2015",2008,6-3,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
979,26,"Mar 2, 2015",2011,5-9,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
980,24,"Mar 2, 2015",2012,6-3,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
981,20,"Feb 9, 2015",2013,6-11,Giannis Antetokounmpo,F,2014-2015,2015,1,Milwaukee Bucks,222,0.5
982,26,"Feb 9, 2015",2008,6-3,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
983,22,"Feb 2, 2015",2011,6-3,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
984,33,"Feb 2, 2015",2001,6-9,Zach Randolph,PF,2014-2015,2015,13,Memphis Grizzlies,260,0.5
985,30,"Jan 26, 2015",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
986,25,"Jan 26, 2015",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
987,28,"Jan 19, 2015",2007,6-10,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
988,32,"Jan 19, 2015",2003,6-1,Mo Williams,G,2014-2015,2015,11,Minnesota Timberwolves,198,0.5
989,24,"Jan 12, 2015",2011,6-1,Kemba Walker,G,2014-2015,2015,3,Charlotte Hornets,184,0.5
990,25,"Jan 12, 2015",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
991,26,"Jan 5, 2015",2009,6-2,Jeff Teague,PG,2014-2015,2015,5,Atlanta Hawks,186,0.5
992,26,"Jan 5, 2015",2007,6-9,Kevin Durant,SF,2014-2015,2015,7,Oklahoma City Thunder,240,0.5
993,25,"Dec 29, 2014",2011,6-7,Jimmy Butler,GF,2014-2015,2015,3,Chicago Bulls,231,0.5
994,25,"Dec 29, 2014",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
995,28,"Dec 22, 2014",2007,6-10,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
996,29,"Dec 22, 2014",2006,6-11,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
997,24,"Dec 15, 2014",2010,6-4,John Wall,PG,2014-2015,2015,4,Washington Wizards,210,0.5
998,25,"Dec 15, 2014",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
999,28,"Dec 8, 2014",2006,6-1,Kyle Lowry,PG,2014-2015,2015,8,Toronto Raptors,196,0.5
1000,29,"Dec 8, 2014",2006,6-11,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
1001,30,"Dec 1, 2014",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
1002,25,"Dec 1, 2014",2009,6-10,Blake Griffin,PF,2014-2015,2015,5,Los Angeles Clippers,251,0.5
1003,28,"Nov 24, 2014",2005,6-1,Lou Williams,G,2014-2015,2015,9,Toronto Raptors,175,0.5
1004,24,"Nov 24, 2014",2010,6-11,DeMarcus Cousins,C,2014-2015,2015,4,Sacramento Kings,270,0.5
1005,30,"Nov 17, 2014",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
1006,24,"Nov 17, 2014",2012,6-3,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
1007,30,"Nov 10, 2014",2005,6-3,Deron Williams,PG,2014-2015,2015,9,Brooklyn Nets,200,0.5
1008,26,"Nov 10, 2014",2009,6-3,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
1009,30,"Nov 3, 2014",2003,6-11,Chris Bosh,PF,2014-2015,2015,11,Miami Heat,235,0.5
1010,25,"Nov 3, 2014",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
1011,31,"Apr 11, 2016",2006,6-8,Paul Millsap,FC,2015-2016,2016,9,Atlanta Hawks,246,0.5
1012,20,"Apr 11, 2016",2015,7-0,Karl-Anthony Towns,C,2015-2016,2016,0,Minnesota Timberwolves,244,0.5
1013,31,"Apr 4, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
1014,31,"Apr 4, 2016",2006,6-0,J.J. Barea,G,2015-2016,2016,9,Dallas Mavericks,185,0.5
1015,31,"Mar 28, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
1016,26,"Mar 28, 2016",2011,6-7,Klay Thompson,G,2015-2016,2016,4,Golden State Warriors,215,0.5
1017,29,"Mar 21, 2016",2006,6-1,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
1018,27,"Mar 21, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
1019,25,"Mar 14, 2016",2011,6-1,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
1020,27,"Mar 14, 2016",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
1021,31,"Mar 7, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
1022,24,"Mar 7, 2016",2011,6-7,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
1023,29,"Feb 29, 2016",2006,6-1,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
1024,27,"Feb 29, 2016",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
1025,27,"Feb 8, 2016",2011,5-9,Isaiah Thomas,PG,2015-2016,2016,4,Boston Celtics,185,0.5
1026,30,"Feb 8, 2016",2006,6-11,LaMarcus Aldridge,FC,2015-2016,2016,9,San Antonio Spurs,260,0.5
1027,34,"Feb 1, 2016",2003,6-4,Dwyane Wade,SG,2015-2016,2016,12,Miami Heat,220,0.5
1028,27,"Feb 1, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
1029,25,"Jan 25, 2016",2011,6-1,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
1030,25,"Jan 25, 2016",2010,6-11,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
1031,25,"Jan 18, 2016",2010,6-4,John Wall,PG,2015-2016,2016,5,Washington Wizards,210,0.5
1032,27,"Jan 18, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
1033,31,"Jan 11, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
1034,30,"Jan 11, 2016",2005,6-0,Chris Paul,PG,2015-2016,2016,10,Los Angeles Clippers,175,0.5
1035,27,"Jan 4, 2016",2008,7-0,Brook Lopez,C,2015-2016,2016,7,Brooklyn Nets,268,0.5
1036,25,"Jan 4, 2016",2012,6-7,Draymond Green,F,2015-2016,2016,3,Golden State Warriors,230,0.5
1037,32,"Dec 28, 2015",2005,6-11,Marcin Gortat,FC,2015-2016,2016,8,Washington Wizards,240,0.5
1038,27,"Dec 28, 2015",2008,6-3,Russell Westbrook,G,2015-2016,2016,7,Oklahoma City Thunder,200,0.5
1039,25,"Dec 21, 2015",2011,6-3,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
1040,24,"Dec 21, 2015",2011,6-7,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
1041,26,"Dec 14, 2015",2009,6-7,DeMar DeRozan,GF,2015-2016,2016,6,Toronto Raptors,221,0.5
1042,27,"Dec 14, 2015",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
1043,25,"Dec 7, 2015",2011,6-3,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
1044,27,"Dec 7, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
1045,25,"Nov 30, 2015",2010,6-9,Paul George,GF,2015-2016,2016,5,Indiana Pacers,220,0.5
1046,27,"Nov 30, 2015",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
1047,31,"Nov 23, 2015",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
1048,27,"Nov 23, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
1049,27,"Nov 16, 2015",2008,6-8,Nicolas Batum,F,2015-2016,2016,7,Charlotte Hornets,200,0.5
1050,25,"Nov 16, 2015",2010,6-11,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
1051,22,"Nov 9, 2015",2012,6-11,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
1052,26,"Nov 9, 2015",2009,6-5,James Harden,SG,2015-2016,2016,6,Houston Rockets,220,0.5
1053,22,"Nov 2, 2015",2012,6-11,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
1054,27,"Nov 2, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
1055,26,"Apr 10, 2017",2010,206cm,Paul George,GF,2016-2017,2017,6,Indiana Pacers,100kg,0.5
1056,28,"Apr 10, 2017",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
1057,27,"Apr 3, 2017",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
1058,28,"Apr 3, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
1059,27,"Mar 27, 2017",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
1060,27,"Mar 27, 2017",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
1061,27,"Mar 20, 2017",2010,213cm,Hassan Whiteside,C,2016-2017,2017,4,Miami Heat,120kg,0.5
1062,26,"Mar 20, 2017",2012,191cm,Damian Lillard,G,2016-2017,2017,4,Portland Trail Blazers,88kg,0.5
1063,26,"Mar 13, 2017",2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
1064,21,"Mar 13, 2017",2015,213cm,Karl-Anthony Towns,C,2016-2017,2017,1,Minnesota Timberwolves,111kg,0.5
1065,26,"Mar 6, 2017",2011,185cm,Kemba Walker,G,2016-2017,2017,5,Charlotte Hornets,83kg,0.5
1066,25,"Mar 6, 2017",2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
1067,32,"Feb 13, 2017",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
1068,27,"Feb 13, 2017",2009,208cm,Blake Griffin,PF,2016-2017,2017,7,Los Angeles Clippers,114kg,0.5
1069,28,"Feb 6, 2017",2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
1070,28,"Feb 6, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
1071,25,"Jan 30, 2017",2012,193cm,Dion Waiters,SG,2016-2017,2017,4,Miami Heat,100kg,0.5
1072,26,"Jan 30, 2017",2010,211cm,DeMarcus Cousins,C,2016-2017,2017,6,Sacramento Kings,122kg,0.5
1073,22,"Jan 23, 2017",2014,213cm,Joel Embiid,C,2016-2017,2017,2,Philadelphia Sixers,113kg,0.5
1074,25,"Jan 23, 2017",2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
1075,27,"Jan 16, 2017",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
1076,26,"Jan 16, 2017",2010,203cm,Gordon Hayward,GF,2016-2017,2017,6,Utah Jazz,102kg,0.5
1077,27,"Jan 9, 2017",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
1078,28,"Jan 9, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
1079,26,"Jan 2, 2017",2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
1080,27,"Jan 2, 2017",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
1081,28,"Dec 26, 2016",2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
1082,28,"Dec 26, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
1083,27,"Dec 19, 2016",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
1084,27,"Dec 19, 2016",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
1085,32,"Dec 12, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
1086,32,"Dec 12, 2016",2007,216cm,Marc Gasol,C,2016-2017,2017,8,Memphis Grizzlies,116kg,0.5
1087,22,"Dec 5, 2016",2013,211cm,Giannis Antetokounmpo,F,2016-2017,2017,3,Milwaukee Bucks,101kg,0.5
1088,28,"Dec 5, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
1089,28,"Nov 28, 2016",2008,208cm,Kevin Love,FC,2016-2017,2017,8,Cleveland Cavaliers,114kg,0.5
1090,28,"Nov 28, 2016",2007,206cm,Kevin Durant,SF,2016-2017,2017,9,Golden State Warriors,109kg,0.5
1091,27,"Nov 21, 2016",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
1092,23,"Nov 21, 2016",2012,208cm,Anthony Davis,PF,2016-2017,2017,4,New Orleans Pelicans,115kg,0.5
1093,27,"Nov 14, 2016",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
1094,27,"Nov 14, 2016",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
1095,32,"Nov 7, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
1096,30,"Nov 7, 2016",2008,191cm,George Hill,G,2016-2017,2017,8,Utah Jazz,85kg,0.5
1097,32,"Oct 31, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
1098,28,"Oct 31, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
1099,21,"Apr 9, 2018",2016,208cm,Ben Simmons,PF,2017-2018,2018,1,Philadelphia Sixers,104kg,0.5
1100,23,"Apr 9, 2018",2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
1101,25,"Apr 2, 2018",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
1102,27,"Apr 2, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
1103,33,"Mar 26, 2018",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
1104,32,"Mar 26, 2018",2006,211cm,LaMarcus Aldridge,FC,2017-2018,2018,11,San Antonio Spurs,118kg,0.5
1105,33,"Mar 19, 2018",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
1106,29,"Mar 19, 2018",2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
1107,28,"Mar 12, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
1108,27,"Mar 12, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
1109,28,"Mar 5, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
1110,24,"Mar 5, 2018",2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
1111,23,"Feb 12, 2018",2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
1112,28,"Feb 12, 2018",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
1113,24,"Feb 5, 2018",2012,211cm,Andre Drummond,C,2017-2018,2018,5,Detroit Pistons,127kg,0.5
1114,28,"Feb 5, 2018",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
1115,26,"Jan 29, 2018",2012,203cm,Khris Middleton,SF,2017-2018,2018,5,Milwaukee Bucks,106kg,0.5
1116,29,"Jan 29, 2018",2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
1117,23,"Jan 22, 2018",2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
1118,27,"Jan 22, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
1119,31,"Jan 15, 2018",2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
1120,31,"Jan 15, 2018",2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
1121,28,"Jan 8, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
1122,29,"Jan 8, 2018",2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
1123,24,"Jan 2, 2018",2012,196cm,Bradley Beal,SG,2017-2018,2018,5,Washington Wizards,94kg,0.5
1124,31,"Jan 2, 2018",2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
1125,28,"Dec 26, 2017",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
1126,29,"Dec 26, 2017",2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
1127,33,"Dec 18, 2017",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
1128,32,"Dec 18, 2017",2005,183cm,Chris Paul,PG,2017-2018,2018,12,Houston Rockets,79kg,0.5
1129,25,"Dec 11, 2017",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
1130,29,"Dec 11, 2017",2007,206cm,Kevin Durant,SF,2017-2018,2018,10,Golden State Warriors,109kg,0.5
1131,33,"Dec 4, 2017",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
1132,28,"Dec 4, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
1133,31,"Nov 27, 2017",2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
1134,24,"Nov 27, 2017",2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
1135,28,"Nov 20, 2017",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
1136,22,"Nov 20, 2017",2015,213cm,Karl-Anthony Towns,C,2017-2018,2018,2,Minnesota Timberwolves,111kg,0.5
1137,25,"Nov 13, 2017",2011,206cm,Tobias Harris,F,2017-2018,2018,6,Detroit Pistons,107kg,0.5
1138,23,"Nov 13, 2017",2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
1139,22,"Nov 6, 2017",2015,221cm,Kristaps Porzingis,FC,2017-2018,2018,2,New York Knicks,109kg,0.5
1140,28,"Nov 6, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
1141,25,"Oct 30, 2017",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
1142,27,"Oct 30, 2017",2010,211cm,DeMarcus Cousins,C,2017-2018,2018,7,New Orleans Pelicans,122kg,0.5
1143,23,"Oct 23, 2017",2013,211cm,Giannis Antetokounmpo,F,2017-2018,2018,4,Milwaukee Bucks,101kg,0.5
1144,28,"Oct 23, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
